Instructor,Term,Course,RcmndClass,RcmndInstr,Study Hrs/wk,Avg Grade Received
"Carlson, Erik Norman",SP21,MUS 95E - Chamber Orchestra (A),100.0%,100.0%,0.50,N/A
"Anderson, Kenneth",SP21,MUS 95G - Gospel Choir (A),100.0%,100.0%,1.61,N/A
"Anderson, Kenneth",SP21,MUS 95G - Gospel Choir (B),100.0%,100.0%,1.83,N/A
"Seshadri, Kartik",SP21,MUS 95W - World Music Ensembles (A),94.1%,94.1%,3.09,A- (3.86)
"Seshadri, Kartik",SP21,MUS 95W - World Music Ensembles (B),100.0%,100.0%,2.21,N/A
"Stephenson, Alex Edward",WI21,MUS 101B - Music Theory and Practice II (A),95.2%,95.2%,5.07,B+ (3.41)
"Liang, Lei",WI21,MUS 103B - Seminar in Composition II (A),100.0%,100.0%,7.00,N/A
"Ung, Chinary",WI21,MUS 111 - Topics/World Music Traditions (A),54.5%,63.6%,1.59,A- (3.83)
"Pasler, Jann Corinne",WI21,MUS 113 - Topic/Classic&Romantc & Modern (A),75.0%,75.0%,4.00,N/A
"Terrazas Perez, Wilfrido D",WI21,MUS 114 - Music of The 20th Century (A),100.0%,100.0%,3.01,A- (3.94)
"Guy, Nancy",WI21,MUS 12 - Opera (A),76.9%,84.6%,4.42,B+ (3.51)
"Cimini, Amy Marie",WI21,MUS 120B - Hist Mus in Westrn Culture II (A),83.3%,83.3%,3.83,B+ (3.30)
"Dresser, Mark Stuart",WI21,MUS 127 - Discover Jazz (A),71.4%,81.0%,5.28,A- (3.80)
"Kenyatta, Kamau",WI21,MUS 137B - Jazz Theory and Improvisation (A),100.0%,100.0%,2.79,N/A
"Babin, Thomas Andrew",WI21,MUS 15 - Popular Music (A),97.7%,98.5%,2.89,A- (3.82)
"Boston, Martin Luther",WI21,MUS 153 - African Americans & Mass Media (A),85.7%,100.0%,3.93,B+ (3.68)
"Yadegari, Shahrokh D",WI21,MUS 160A - Senior Proj/Computing Arts I (A),100.0%,100.0%,10.50,N/A
"Dubnov, Shlomo",WI21,MUS 160A - Senior Proj/Computing Arts I (B),75.0%,80.0%,9.00,N/A
"Green, Kevin P",WI21,MUS 17 - Hip-Hop (A),87.9%,87.7%,4.42,B+ (3.69)
"Britt, King James",WI21,MUS 173 - Electronic Music Prod & Comp (A),100.0%,100.0%,6.81,A- (3.87)
"Erbe, Tom",WI21,MUS 174A - Audio&MIDIStudioTechniques I (A),100.0%,100.0%,2.50,A- (3.93)
"Britt, King James",WI21,MUS 174B - Audio&MIDI StudioTechniques II (A),100.0%,100.0%,5.83,A- (3.81)
"Britt, King James",WI21,MUS 19 - Blacktronika: Afrofuturism (A),100.0%,100.0%,4.07,A- (3.90)
"Tiruviluamala, Nakul Venkat",WI21,MUS 1B - Fundamentals of Music B (A),96.0%,87.8%,2.70,A- (3.99)
"Zhou, Tiange",WI21,MUS 2B - Basic Musicianship (A),88.5%,92.3%,3.50,A- (3.92)
"Ohnishi, Takae",WI21,MUS 2BK - Basic Keyboard (A),100.0%,100.0%,3.83,N/A
"Ohnishi, Takae",WI21,MUS 2BK - Basic Keyboard (B),100.0%,100.0%,3.17,N/A
"Da Silva, Marcos Balter Ma",WI21,MUS 33B - Introduction to Composition II (A),100.0%,100.0%,5.17,N/A
"Brindamour, Lydia Winsor",WI21,MUS 4 - Introduction to Western Music (A),92.5%,98.5%,4.28,A- (3.78)
"Burr, Anthony I",WI21,MUS 43 - Department Seminar (A),90.3%,96.7%,1.40,N/A
"Greenstone, Madison Kearsley",WI21,MUS 5 - Sound in Time (A),86.2%,90.6%,3.47,A- (3.82)
"Sussman, Diana Wald",WI21,MUS 95C - Concert Choir (A),100.0%,100.0%,6.25,N/A
"Anderson, Kenneth",WI21,MUS 95G - Gospel Choir (A),100.0%,98.0%,1.79,N/A
"Anderson, Kenneth",WI21,MUS 95G - Gospel Choir (B),100.0%,100.0%,2.67,N/A
"Kenyatta, Kamau",WI21,MUS 95JC - Jazz Chamber Ensembles (A),100.0%,100.0%,3.83,N/A
"Seshadri, Kartik",WI21,MUS 95W - World Music Ensembles (A),100.0%,100.0%,2.17,A (4.00)
"Seshadri, Kartik",WI21,MUS 95W - World Music Ensembles (B),100.0%,100.0%,2.00,A (4.00)
"Karis, Aleck",FA20,MUS 101A - Music Theory and Practice I (A),84.6%,100.0%,5.12,B (3.08)
"Rosenberger, Katharina",FA20,MUS 103A - Seminar in Composition I (A),80.0%,100.0%,6.50,N/A
"Yadegari, Shahrokh D",FA20,MUS 111 - Topics/World Music Traditions (A),91.8%,98.0%,4.05,A- (3.73)
"Curtis, Charles Rector",FA20,MUS 114 - Music of The 20th Century (A),86.8%,94.7%,3.66,B+ (3.56)
"Borgo, David Garcia",FA20,MUS 126 - Blues: An Oral Tradition (A),100.0%,100.0%,4.00,A- (3.77)
"Leslie, Matthew",FA20,MUS 13 - Worlds of Music (A),98.5%,98.5%,2.44,A- (3.97)
"Kenyatta, Kamau",FA20,MUS 137A - Jazz Theory and Improvisation (A),100.0%,100.0%,4.86,A- (3.93)
"Bain, Landon Lee",FA20,MUS 15 - Popular Music (B),86.3%,95.9%,3.36,B+ (3.67)
"Babin, Thomas Andrew",FA20,MUS 17 - Hip-Hop (A),97.8%,95.5%,3.85,B+ (3.65)
"Bain, Landon Lee",FA20,MUS 17 - Hip-Hop (B),93.8%,100.0%,2.37,N/A
"Smyth, Tamara R.",FA20,MUS 171 - Computer Music I (A),76.5%,88.2%,6.15,B (3.25)
"Britt, King James",FA20,MUS 173 - Electronic Music Prod & Comp (A),100.0%,100.0%,8.25,A- (3.72)
"Erbe, Tom",FA20,MUS 174A - Audio&MIDIStudioTechniques I (A),80.0%,100.0%,2.90,A- (3.84)
"Dresser, Mark Stuart",FA20,MUS 176 - Music Technology Seminar (B),100.0%,80.0%,3.30,N/A
"Yadegari, Shahrokh D",FA20,MUS 176 - Music Technology Seminar (B),100.0%,100.0%,3.30,N/A
"Britt, King James",FA20,MUS 19 - Blacktronika: Afrofuturism (A),94.4%,100.0%,3.61,A- (3.76)
"Stephenson, Alex Edward",FA20,MUS 1A - Fundamentals of Music A (A),98.1%,100.0%,3.42,A- (3.81)
"Mitsialis, Ioannis",FA20,MUS 1A - Fundamentals of Music A (B),95.8%,88.7%,3.19,B+ (3.62)
"Stephenson, Alex Edward",FA20,MUS 1A - Fundamentals of Music A (C),94.4%,100.0%,2.94,A- (3.88)
"Richards, Stephanie F",FA20,MUS 2A - Basic Musicianship (A),95.2%,95.0%,4.31,B+ (3.39)
"Richards, Stephanie F",FA20,MUS 2A - Basic Musicianship (B),100.0%,100.0%,3.93,B+ (3.59)
"Ohnishi, Takae",FA20,MUS 2AK - Basic Keyboard (A),100.0%,100.0%,3.17,N/A
"Ohnishi, Takae",FA20,MUS 2AK - Basic Keyboard (B),100.0%,100.0%,2.90,N/A
"Davis, Anthony Curtis",FA20,MUS 33A - Introduction to Composition I (A),75.0%,100.0%,4.50,N/A
"Brindamour, Lydia Winsor",FA20,MUS 4 - Introduction to Western Music (A),98.5%,100.0%,4.16,A- (3.84)
"Brindamour, Lydia Winsor",FA20,MUS 4 - Introduction to Western Music (B),100.0%,100.0%,2.50,B+ (3.45)
"Burr, Anthony I",FA20,MUS 43 - Department Seminar (A),89.3%,96.3%,0.79,N/A
"Dubnov, Shlomo",FA20,MUS 5 - Sound in Time (A),70.8%,75.0%,2.84,B+ (3.70)
"Dubnov, Shlomo",FA20,MUS 5 - Sound in Time (B),40.0%,70.0%,2.10,B (3.07)
"Tiruviluamala, Nakul Venkat",FA20,MUS 6 - Electronic Music (A),100.0%,97.9%,4.02,A- (3.98)
"Zhou, Tiange",FA20,"MUS 7 - Music, Media and Technology (A)",95.5%,96.4%,2.52,A- (3.87)
"Kenyatta, Kamau",FA20,MUS 8 - American Music: Jazz Cultures (A),98.3%,98.2%,2.18,A- (3.84)
"Schick, Steven",FA20,MUS 9 - Symphony (A),94.4%,97.2%,2.61,A- (3.84)
"Kline, Matthew John",FA20,MUS 95E - Chamber Orchestra (A),100.0%,100.0%,3.50,N/A
"Anderson, Kenneth",FA20,MUS 95G - Gospel Choir (A),100.0%,100.0%,1.34,N/A
"Anderson, Kenneth",FA20,MUS 95G - Gospel Choir (B),100.0%,100.0%,2.37,N/A
"Kenyatta, Kamau",FA20,MUS 95JC - Jazz Chamber Ensembles (A),100.0%,100.0%,2.50,N/A
"Seshadri, Kartik",FA20,MUS 95W - World Music Ensembles (A),100.0%,100.0%,2.64,A- (3.79)
"Seshadri, Kartik",FA20,MUS 95W - World Music Ensembles (B),100.0%,88.9%,4.72,A- (3.80)
"Yang, Kesong",SP23,NANO 106 - Crystallography of Materials (A),100.0%,100.0%,6.36,B (3.17)
"Meyers, Marc",SP23,NANO 108 - Materials Science & Engineerng (A),86.4%,77.3%,4.45,B+ (3.34)
"Vazquez Mena, Oscar",SP23,NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),100.0%,100.0%,5.50,B+ (3.58)
"Tao, Andrea Rae",SP23,NANO 115L - NanoEngineering Laboratory (A),100.0%,100.0%,2.50,N/A
"Horvath, Stephen",SP23,NANO 115L - NanoEngineering Laboratory (B),46.2%,76.9%,6.81,B (3.16)
"Vecchio, Kenneth S",SP23,NANO 120B - NanoEng Systems Design II (B),100.0%,100.0%,9.83,N/A
"Ong, Shyue Ping",SP23,NANO 120B - NanoEng Systems Design II (C),100.0%,100.0%,8.50,N/A
"Lubarda, Vlado",SP23,NANO 141A - Eng Mech I: Analysis of Equil (A),93.3%,100.0%,6.10,N/A
"Fullerton, Eric E",SP23,NANO 156 - Modern Concepts/Nanotechnology (A),60.0%,60.0%,7.30,B (3.13)
"Steinmetz, Nicole F",SP23,NANO 175 - NanoEngineering in Medicine (A),100.0%,100.0%,4.65,B+ (3.62)
"Sirbuly, Donald",WI23,NANO 104 - Foundatn NanoEng/Physical Prin (A),92.9%,92.9%,7.79,B (3.20)
"Cubukcu, Ertugrul",WI23,NANO 107 - Elect Dev&Circuits for NanoEng (A),50.0%,43.8%,8.88,B- (2.96)
"Lubarda, Vlado",WI23,NANO 108 - Materials Science & Engineerng (A),100.0%,100.0%,5.23,B+ (3.59)
"Lipomi, Darren John",WI23,NANO 11 - Intro to NanoEngineering (A),91.7%,95.8%,6.00,B (3.24)
"Lubarda, Vlado",WI23,NANO 114 - Prob and Stat Methods for Eng (A),92.6%,100.0%,4.43,B+ (3.34)
"Yang, Kesong",WI23,NANO 120A - NanoEng Systems Design I (A),100.0%,100.0%,15.17,N/A
"Horvath, Stephen",WI23,NANO 120A - NanoEng Systems Design I (B),70.0%,100.0%,7.59,B+ (3.48)
"Pokorski, Jonathan Kyle",WI23,NANO 134 - Polymeric Materials (A),76.5%,88.2%,5.79,B- (2.90)
"Luo, Jian",WI23,NANO 148 - Thermodynamics of Materials (A),46.7%,53.3%,7.93,B (3.21)
"Drews, Aaron",WI23,NANO 15 - Engin. Comp Using MATLAB (A),71.4%,71.4%,7.17,C+ (2.58)
"Chen, Zheng",FA22,CENG 100 - Material and Energy Balances (A),95.9%,95.8%,6.98,B- (2.88)
"Bae, Jinhye",FA22,CENG 101A - Introductory Fluid Mechanics (A),63.3%,77.6%,10.88,B (3.19)
"Opatkiewicz, Justin Paul",FA22,CENG 120 - Chemical Process Dynmics&Cntrl (A),93.4%,90.8%,10.21,B (3.12)
"Opatkiewicz, Justin Paul",FA22,CENG 122 - Separation Processes (A),89.0%,87.5%,10.31,B (3.17)
"Lubarda, Vlado",FA22,CENG 15R - Eng Comp Using MATLAB Online (A),76.9%,92.3%,4.35,B+ (3.30)
"Lubarda, Vlado",FA22,CENG 15R - Eng Comp Using MATLAB Online (B),88.6%,93.2%,4.55,B (3.11)
"Drews, Aaron",FA22,CENG 170 - Experimental Methods/ChemEng (A),95.7%,91.3%,7.37,B (3.01)
"Bae, Jinhye",FA22,CENG 4 - Experience Chemical Eng (A),100.0%,95.1%,0.94,N/A
"Drews, Aaron",FA22,CENG 4 - Experience Chemical Eng (B),100.0%,100.0%,0.81,N/A
"Tao, Andrea Rae",FA22,NANO 102 - Foundatn NanoEng: Chem Princpl (A),91.7%,91.7%,7.00,B- (2.92)
"Pascal, Tod A",FA22,NANO 110 - Modeling of Nanoscale Systems (A),88.9%,97.2%,8.22,B (3.24)
"Fenning, David",FA22,NANO 111 - Characterization/NanoEng Systm (A),65.2%,56.5%,8.07,B (3.15)
"Cubukcu, Ertugrul",FA22,NANO 117 - Multi-scale Transport (A),75.0%,75.0%,5.00,B+ (3.35)
"Vazquez Mena, Oscar",FA22,NANO 119 - NanoEng System Design Seminar (A),50.0%,100.0%,5.00,N/A
"Wang, Joseph",FA22,NANO 159 - Electrochem:Fundamentals&Appl (A),100.0%,100.0%,7.00,B (3.22)
"Lubarda, Vlado",FA22,NANO 15R - Eng Comp Using MATLAB Online (A),100.0%,91.7%,3.67,B (3.28)
"Lubarda, Vlado",FA22,NANO 15R - Eng Comp Using MATLAB Online (B),85.7%,92.9%,4.36,B (3.04)
"Ong, Shyue Ping",FA22,NANO 181 - Data Sci in Materials Sci (A),100.0%,100.0%,9.83,N/A
"Sirbuly, Donald",FA22,NANO 20L - IntroNanomaterialSynthesisLab (A),100.0%,100.0%,2.94,B+ (3.68)
"Sirbuly, Donald",FA22,NANO 20L - IntroNanomaterialSynthesisLab (C),100.0%,100.0%,2.50,N/A
"Vazquez Mena, Oscar",FA22,NANO 4 - Experience NanoEngineering (A),100.0%,100.0%,1.63,N/A
"Vazquez Mena, Oscar",FA22,NANO 4 - Experience NanoEngineering (B),100.0%,100.0%,1.50,N/A
"Vazquez Mena, Oscar",FA22,NANO 4 - Experience NanoEngineering (C),100.0%,85.7%,1.64,N/A
"Yang, Kesong",S222,CENG 15 - Engin. Comp Using MATLAB (A),88.9%,100.0%,7.17,N/A
"Yang, Kesong",S222,NANO 15 - Engin. Comp Using MATLAB (A),60.0%,80.0%,4.10,N/A
"Lubarda, Vlado",SP22,CENG 101B - Heat Transfer (B),100.0%,100.0%,9.50,B+ (3.32)
"Opatkiewicz, Justin Paul",SP22,CENG 101C - Mass Transfer (A),90.0%,100.0%,9.90,B (3.01)
"Drews, Aaron",SP22,CENG 113 - Chemical Reaction Engineering (C),90.5%,90.5%,9.55,B- (2.85)
"Drews, Aaron",SP22,CENG 113 - Chemical Reaction Engineering (D),90.9%,93.9%,11.23,B (3.08)
"Russ, Benjamin Edward",SP22,CENG 124B - Chem Plant & Process Design II (A),96.8%,98.4%,7.03,A- (3.89)
"Zhang, Liangfang",SP22,CENG 124B - Chem Plant & Process Design II (B),100.0%,100.0%,6.26,A- (3.94)
"Steinmetz, Nicole F",SP22,CENG 175 - NanoEngineering in Medicine (A),93.3%,100.0%,5.57,B+ (3.33)
"Opatkiewicz, Justin Paul",SP22,CENG 176B - Chem Engineerng Process Lab II (A),95.6%,95.6%,8.36,B+ (3.43)
"Chen, Zheng",SP22,CENG 176B - Chem Engineerng Process Lab II (B),97.2%,100.0%,8.90,B+ (3.51)
"Jahed Motlagh, Zeinab",SP22,NANO 103 - Foundatn NanoEng/Biochem Princ (A),85.7%,85.7%,5.36,B+ (3.51)
"Yang, Kesong",SP22,NANO 106 - Crystallography of Materials (A),100.0%,100.0%,4.75,B (3.08)
"Luo, Jian",SP22,NANO 108 - Materials Science & Engineerng (A),88.1%,71.4%,5.36,B (3.04)
"Vazquez Mena, Oscar",SP22,NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),90.9%,98.2%,5.19,B+ (3.48)
"Tao, Andrea Rae",SP22,NANO 115L - NanoEngineering Laboratory (A),80.0%,100.0%,5.70,N/A
"Cubukcu, Ertugrul",SP22,NANO 117 - Multi-scale Transport (A),88.9%,88.9%,6.72,B (3.23)
"Pokorski, Jonathan Kyle",SP22,NANO 120B - NanoEng Systems Design II (A),75.0%,91.7%,7.00,A- (3.72)
"Ong, Shyue Ping",SP22,NANO 120B - NanoEng Systems Design II (B),100.0%,100.0%,10.83,A- (3.78)
"Xu, Sheng",SP22,NANO 156 - Modern Concepts/Nanotechnology (A),96.9%,100.0%,4.56,A- (3.71)
"Steinmetz, Nicole F",SP22,NANO 175 - NanoEngineering in Medicine (A),100.0%,100.0%,5.30,B+ (3.37)
"Opatkiewicz, Justin Paul",WI22,CENG 101A - Introductory Fluid Mechanics (A),95.5%,95.5%,11.59,B- (2.98)
"Liu, Ping",WI22,CENG 101B - Heat Transfer (A),90.7%,97.3%,8.50,B (3.06)
"Powell, Alyssa",WI22,CENG 102 - Chemical Engin Thermodynamics (A),96.2%,100.0%,7.69,B- (2.95)
"Shah, Nisarg",WI22,CENG 102 - Chemical Engin Thermodynamics (B),97.0%,87.9%,7.65,B- (2.94)
"Jahed Motlagh, Zeinab",WI22,CENG 114 - Prob and Stat Methods for Eng (A),85.5%,94.0%,6.79,B (3.13)
"Powell, Alyssa",WI22,CENG 124A - Chem Plant & Process Design I (A),94.8%,98.3%,7.20,A- (3.79)
"Zhang, Liangfang",WI22,CENG 124A - Chem Plant & Process Design I (B),92.5%,98.1%,5.75,A- (3.87)
"Pokorski, Jonathan Kyle",WI22,CENG 134 - Polymeric Materials (A),92.3%,92.2%,5.85,B (3.02)
"Drews, Aaron",WI22,CENG 15 - Engin. Comp Using MATLAB (A),100.0%,100.0%,4.17,N/A
"Drews, Aaron",WI22,CENG 15 - Engin. Comp Using MATLAB (B),100.0%,100.0%,5.61,N/A
"Chen, Zheng",WI22,CENG 176A - Chem Engineerng Process Lab I (A),97.3%,89.2%,9.55,B+ (3.50)
"Opatkiewicz, Justin Paul",WI22,CENG 176A - Chem Engineerng Process Lab I (B),90.6%,92.5%,9.19,B+ (3.51)
"Sirbuly, Donald",WI22,NANO 104 - Foundatn NanoEng/Physical Prin (A),70.8%,78.3%,7.33,B (3.24)
"Cubukcu, Ertugrul",WI22,NANO 107 - Elect Dev&Circuits for NanoEng (A),72.7%,81.8%,7.59,B (3.26)
"Lubarda, Vlado",WI22,NANO 108 - Materials Science & Engineerng (A),96.8%,100.0%,4.82,B+ (3.51)
"Lipomi, Darren John",WI22,NANO 11 - Intro to NanoEngineering (A),87.0%,95.7%,6.33,B+ (3.53)
"Vecchio, Kenneth S",WI22,NANO 111 - Characterization/NanoEng Systm (A),92.9%,92.3%,7.36,B (3.06)
"Jahed Motlagh, Zeinab",WI22,NANO 114 - Prob and Stat Methods for Eng (A),84.2%,89.5%,5.97,N/A
"Yang, Kesong",WI22,NANO 120A - NanoEng Systems Design I (A),89.3%,96.4%,6.71,A- (3.71)
"Xu, Sheng",WI22,NANO 120A - NanoEng Systems Design I (B),100.0%,100.0%,8.00,B+ (3.63)
"Pokorski, Jonathan Kyle",WI22,NANO 134 - Polymeric Materials (A),85.7%,92.3%,4.93,B (3.03)
"Drews, Aaron",WI22,NANO 15 - Engin. Comp Using MATLAB (A),80.0%,60.0%,9.70,N/A
"Drews, Aaron",WI22,NANO 15 - Engin. Comp Using MATLAB (B),100.0%,100.0%,6.90,N/A
"Meyers, Marc",WI22,NANO 174 - Mech. Behavior of Materials (A),100.0%,100.0%,6.00,N/A
"Powell, Alyssa",FA21,CENG 100 - Material and Energy Balances (A),96.8%,98.9%,6.71,B- (2.94)
"Bae, Jinhye",FA21,CENG 101A - Introductory Fluid Mechanics (A),74.6%,77.9%,10.22,B (3.12)
"Opatkiewicz, Justin Paul",FA21,CENG 120 - Chemical Process Dynmics&Cntrl (A),98.3%,99.2%,8.78,B+ (3.31)
"Powell, Alyssa",FA21,CENG 122 - Separation Processes (A),95.9%,94.2%,8.84,B+ (3.37)
"Lubarda, Vlado",FA21,CENG 15 - Engin. Comp Using MATLAB (A),38.5%,48.0%,4.73,B (3.20)
"Lubarda, Vlado",FA21,CENG 15 - Engin. Comp Using MATLAB (B),62.5%,62.5%,5.06,B (3.26)
"Opatkiewicz, Justin Paul",FA21,CENG 157 - Process Tech in Semiconductor (A),95.1%,97.6%,6.26,B (3.19)
"Drews, Aaron",FA21,CENG 4 - Experience Chemical Eng (A),100.0%,100.0%,0.75,N/A
"Vecchio, Kenneth S",FA21,NANO 100L - Physical Prop.of Materials Lab (A),91.7%,100.0%,12.00,A- (3.72)
"Jokerst, Jesse Vincent",FA21,NANO 102 - Foundatn NanoEng: Chem Princpl (A),81.4%,67.4%,9.01,B- (2.85)
"Pascal, Tod A",FA21,NANO 110 - Modeling of Nanoscale Systems (A),71.7%,86.8%,10.35,B (3.01)
"Fenning, David",FA21,NANO 111 - Characterization/NanoEng Systm (A),83.3%,100.0%,5.94,B (3.23)
"Vazquez Mena, Oscar",FA21,NANO 119 - NanoEng System Design Seminar (A),100.0%,100.0%,2.10,N/A
"Meng, Y.Shirley",FA21,NANO 148 - Thermodynamics of Materials (A),71.9%,71.9%,6.69,B+ (3.67)
"Lubarda, Vlado",FA21,NANO 15 - Engin. Comp Using MATLAB (A),44.4%,72.2%,4.50,B- (2.94)
"Lubarda, Vlado",FA21,NANO 15 - Engin. Comp Using MATLAB (B),63.6%,72.7%,5.41,B (3.13)
"Sirbuly, Donald",FA21,NANO 20L - IntroNanomaterialSynthesisLab (C),100.0%,100.0%,3.30,N/A
"Sirbuly, Donald",FA21,NANO 20L - IntroNanomaterialSynthesisLab (D),100.0%,100.0%,3.70,N/A
"Vazquez Mena, Oscar",FA21,NANO 4 - Experience NanoEngineering (A),100.0%,100.0%,1.13,N/A
"Vazquez Mena, Oscar",FA21,NANO 4 - Experience NanoEngineering (B),100.0%,94.7%,1.24,N/A
"Vazquez Mena, Oscar",FA21,NANO 4 - Experience NanoEngineering (C),100.0%,100.0%,1.41,N/A
"Yang, Kesong",S221,CENG 15 - Engin. Comp Using MATLAB (A),100.0%,100.0%,6.79,N/A
"Opatkiewicz, Justin Paul",S121,CENG 100 - Material and Energy Balances (A),100.0%,100.0%,8.14,N/A
"Lubarda, Vlado",SP21,CENG 101B - Heat Transfer (A),91.7%,95.8%,7.28,B (3.11)
"Opatkiewicz, Justin Paul",SP21,CENG 101C - Mass Transfer (A),93.2%,95.9%,8.91,B (3.07)
"Powell, Alyssa",SP21,CENG 101C - Mass Transfer (B),92.2%,98.4%,7.87,B (3.13)
"Drews, Aaron",SP21,CENG 113 - Chemical Reaction Engineering (A),91.3%,98.6%,9.28,B+ (3.39)
"Drews, Aaron",SP21,CENG 113 - Chemical Reaction Engineering (B),100.0%,100.0%,9.77,B (3.29)
"Russ, Benjamin Edward",SP21,CENG 124B - Chem Plant & Process Design II (A),97.4%,94.7%,8.66,A- (3.93)
"Powell, Alyssa",SP21,CENG 124B - Chem Plant & Process Design II (B),96.8%,93.5%,7.47,A- (3.90)
"Opatkiewicz, Justin Paul",SP21,CENG 176B - Chem Engineerng Process Lab II (A),92.1%,91.7%,9.58,B+ (3.33)
"Zhang, Liangfang",SP21,CENG 176B - Chem Engineerng Process Lab II (B),84.2%,89.5%,10.61,B+ (3.31)
"Vecchio, Kenneth S",SP21,NANO 100L - Physical Prop.of Materials Lab (A),66.7%,100.0%,15.83,N/A
"Tao, Andrea Rae",SP21,NANO 102 - Foundatn NanoEng: Chem Princpl (A),83.3%,100.0%,6.83,N/A
"Chen, Yi",SP21,NANO 103 - Foundatn NanoEng/Biochem Princ (A),80.0%,85.7%,6.16,B+ (3.54)
"Yang, Kesong",SP21,NANO 106 - Crystallography of Materials (A),90.0%,95.0%,5.90,B (3.23)
"Luo, Jian",SP21,NANO 108 - Materials Science & Engineerng (A),100.0%,83.7%,5.76,B+ (3.37)
"Sirbuly, Donald",SP21,NANO 112 - Synthesis/Fabricatn/NanoEngSys (A),100.0%,100.0%,4.70,B+ (3.52)
"Pokorski, Jonathan Kyle",SP21,NANO 120B - NanoEng Systems Design II (B),66.7%,66.7%,4.50,A- (3.87)
"Lubarda, Vlado",SP21,NANO 150 - Mechanics of Nanomaterials (A),100.0%,88.9%,6.50,B+ (3.38)
"Horvath, Stephen",SP21,NANO 161 - Material Selection/Engineering (A),100.0%,100.0%,8.50,B (3.20)
"Grush, Rick Scott",SP23,PHIL 1 - Introduction to Philosophy (A),84.6%,84.6%,4.93,C- (1.92)
"Carr, Jennifer Rose",SP23,PHIL 10 - Introduction to Logic (A),73.0%,79.7%,4.94,B- (2.78)
"Johnson, Monte",SP23,PHIL 102 - Hellenistic Philosophy (A),100.0%,85.7%,6.00,B (3.11)
"Tolley, Clinton",SP23,PHIL 112 - History of Phil: Late Modern (A),90.0%,100.0%,9.10,B+ (3.38)
"Carr, Jennifer Rose",SP23,PHIL 120 - Symbolic Logic (A),75.0%,92.3%,5.85,B+ (3.36)
"Sher, Gila",SP23,PHIL 122 - Advanced Topics in Logic (A),87.5%,100.0%,4.06,N/A
"Duncan, Emma Ruth",SP23,PHIL 13 - Intro to Philosophy:  Ethics (A),100.0%,100.0%,3.35,B+ (3.64)
"Sher, Gila",SP23,PHIL 132 - Epistemology (A),100.0%,100.0%,3.21,B (3.28)
"Fulkerson, Matthew Todd",SP23,PHIL 149 - Philosophy of Psychology (A),87.5%,100.0%,4.50,B+ (3.49)
"Fulkerson, Matthew Todd",SP23,PHIL 15 - Intro/Phil:Knowlege&Its Limits (A),94.7%,94.7%,4.06,B (3.18)
"Bechtel, William",SP23,PHIL 151 - Philosophy of Neuroscience (A),71.4%,85.7%,3.07,B+ (3.47)
"Vargas, Manuel Rogelio",SP23,PHIL 156 - Latinx Philosophy (A),100.0%,80.0%,4.90,B- (2.82)
"Brink, David O.",SP23,PHIL 161 - Topics in History of Ethics (A),90.0%,90.0%,2.30,B (3.12)
"Brandt, Reuven A",SP23,PHIL 162 - Contemporary Moral Issues (A),100.0%,100.0%,3.93,B+ (3.47)
"Harrell, Maralee Mae",SP23,PHIL 164 - Technology and Human Values (A),100.0%,100.0%,3.45,A- (3.83)
"Arneson, Richard J.",SP23,PHIL 167 - Contemporary Political Phil (A),75.0%,75.0%,3.00,N/A
"Hardimon, Michael O.",SP23,PHIL 170 - Philosophy and Race (A),64.3%,78.6%,3.50,B+ (3.55)
"Tolley, Clinton",SP23,PHIL 183 - Topics/Continental Philosophy (A),90.0%,100.0%,7.70,B+ (3.60)
"Brandt, Reuven A",SP23,PHIL 27 - Ethics And Society (A),88.2%,97.3%,3.82,B+ (3.40)
"Brink, David O.",SP23,PHIL 28 - Ethics And Society II (A),78.7%,71.1%,3.18,B (3.14)
"Hardimon, Michael O.",SP23,PHIL 33 - Philosphy betwn Reason/Despair (A),84.2%,84.2%,3.50,B- (2.96)
"Marechal, Patricia",SP23,PHIL 90 - Basic Problems in Philosophy (A),100.0%,100.0%,3.93,A- (3.80)
"Grush, Rick Scott",WI23,PHIL 10 - Introduction to Logic (A),88.8%,95.1%,5.42,C+ (2.57)
"Marechal, Patricia",WI23,PHIL 101 - Aristotle (A),88.9%,100.0%,4.06,A- (3.76)
"Watkins, Eric",WI23,PHIL 111 - History of Phil: Early Modern (A),90.0%,100.0%,6.70,B- (2.91)
"Chen, Keming",WI23,PHIL 130 - Metaphysics (A),93.3%,100.0%,6.23,A- (3.77)
"Grush, Rick Scott",WI23,PHIL 136 - Philosophy of Mind (A),100.0%,100.0%,4.50,B (3.09)
"Shields, Christopher John",WI23,PHIL 14 - Intro/Phil: Nature of Reality (A),94.5%,96.4%,3.14,B- (2.96)
"Rickless, Samuel Charles",WI23,PHIL 141 - The Meaning of Life (A),93.8%,100.0%,7.25,B (3.12)
"Callender, Craig Adam",WI23,PHIL 146 - Philosophy of Physics (A),71.4%,100.0%,4.50,B- (2.87)
"Kovaka, Karen",WI23,PHIL 148 - Philosophy and the Environment (A),100.0%,100.0%,3.95,B+ (3.53)
"Cartwright, Nancy D.",WI23,PHIL 152 - Philosophy of Social Sciences (A),91.7%,83.3%,5.17,A- (3.72)
